transaction_id,order_id,customer_id,amount,payment_date,payment_status
TXN000064,ORD000064,CUST00434,24112.64,2026-08-18,SUCCESS
TXN000065,ORD000065,CUST00206,17852.43,2026-08-13,SUCCESS
TXN000066,ORD000066,CUST00688,16281.96,2026-08-15,SUCCESS
TXN000067,ORD000067,CUST00530,11342.0,2026-08-08,SUCCESS
TXN000068,ORD000068,CUST00231,1694.24,2026-08-01,SUCCESS
TXN000069,ORD000069,CUST00603,13892.65,2026-08-19,SUCCESS
TXN000070,ORD000070,CUST00226,279.05,2026-08-23,SUCCESS
TXN000071,ORD000071,CUST00647,1565.96,2026-08-03,SUCCESS
TXN000072,ORD000072,CUST00033,21504.92,2026-08-03,SUCCESS
TXN000073,ORD000073,CUST00527,6026.32,2026-08-22,SUCCESS
TXN000074,ORD000074,CUST00498,5434.5,2026-08-05,SUCCESS
TXN000075,ORD000075,CUST00585,14447.67,2026-08-08,SUCCESS
TXN000076,ORD000076,CUST00485,20206.68,2026-08-07,SUCCESS
TXN000077,ORD000077,CUST00097,2513.58,2026-08-14,SUCCESS
TXN000078,ORD000078,CUST00363,10647.11,2026-08-15,SUCCESS
TXN000079,ORD000079,CUST00056,16866.78,2026-08-21,SUCCESS
TXN000080,ORD000080,CUST00101,1609.26,2026-08-24,SUCCESS
TXN000081,ORD000081,CUST00348,20034.75,2026-08-04,SUCCESS
TXN000082,ORD000082,CUST00255,4870.59,2026-08-18,SUCCESS
TXN000083,ORD000083,CUST00460,3590.54,2026-08-06,SUCCESS
TXN000084,ORD000084,CUST00286,11619.44,2026-08-03,SUCCESS
TXN000085,ORD000085,CUST00454,20219.75,2026-08-18,SUCCESS
TXN000086,ORD000086,CUST00101,1359.65,2026-08-18,SUCCESS
TXN000087,ORD000087,CUST00016,24228.01,2026-08-25,SUCCESS
TXN000088,ORD000088,CUST00243,4241.15,2026-08-16,SUCCESS
TXN000089,ORD000089,CUST00493,5422.31,2026-08-13,SUCCESS
TXN000090,ORD000090,CUST00061,4199.46,2026-08-01,SUCCESS
TXN000091,ORD000091,CUST00400,6703.56,2026-08-26,SUCCESS
TXN000092,ORD000092,CUST00466,7202.71,2026-08-23,SUCCESS
TXN000093,ORD000093,CUST00570,16580.6,2026-08-16,SUCCESS
TXN000094,ORD000094,CUST00159,4828.46,2026-08-07,SUCCESS
TXN000095,ORD000095,CUST00060,14521.59,2026-08-18,SUCCESS
TXN000096,ORD000096,CUST00063,18724.59,2026-08-02,SUCCESS
TXN000097,ORD000097,CUST00052,14646.02,2026-08-17,SUCCESS
TXN000098,ORD000098,CUST00544,4020.07,2026-08-17,SUCCESS
TXN000099,ORD000099,CUST00083,21298.43,2026-08-03,SUCCESS
TXN000100,ORD000100,CUST00610,1792.23,2026-08-08,SUCCESS
TXN000101,ORD000101,CUST00414,3085.18,2026-08-19,SUCCESS
TXN000102,ORD000102,CUST00253,14515.08,2026-08-02,SUCCESS
TXN000103,ORD000103,CUST00635,2141.39,2026-08-22,SUCCESS
TXN000104,ORD000104,CUST00598,14174.15,2026-08-11,SUCCESS
TXN000105,ORD000105,CUST00268,5186.05,2026-08-23,SUCCESS
TXN000106,ORD000106,CUST00322,6043.28,2026-08-13,SUCCESS
TXN000107,ORD000107,CUST00135,16825.09,2026-08-10,SUCCESS
TXN000108,ORD000108,CUST00469,7972.81,2026-08-25,SUCCESS
TXN000109,ORD000109,CUST00075,331.95,2026-08-20,SUCCESS
TXN000110,ORD000110,CUST00577,24902.8,2026-08-03,SUCCESS
TXN000111,ORD000111,CUST00551,5407.54,2026-08-09,SUCCESS
TXN000112,ORD000112,CUST00136,23338.16,2026-08-03,SUCCESS
TXN000113,ORD000113,CUST00251,9301.22,2026-08-06,SUCCESS
TXN000114,ORD000114,CUST00449,20860.25,2026-08-23,SUCCESS
TXN000115,ORD000115,CUST00310,15330.78,2026-08-26,SUCCESS
TXN000116,ORD000116,CUST00670,13270.62,2026-08-22,SUCCESS
TXN000117,ORD000117,CUST00568,7554.53,2026-08-22,SUCCESS
TXN000118,ORD000118,CUST00107,23479.36,2026-08-05,SUCCESS
TXN000119,ORD000119,CUST00271,2974.17,2026-08-04,SUCCESS
TXN000120,ORD000120,CUST00567,3970.65,2026-08-10,SUCCESS
TXN000121,ORD000121,CUST00620,5344.68,2026-08-11,SUCCESS
TXN000122,ORD000122,CUST00209,17218.68,2026-08-09,SUCCESS
TXN000123,ORD000123,CUST00518,12264.44,2026-08-02,SUCCESS
TXN000124,ORD000124,CUST00095,15893.68,2026-08-09,SUCCESS
TXN000125,ORD000125,CUST00046,188.29,2026-08-25,SUCCESS
TXN000126,ORD000126,CUST00134,15964.12,2026-08-09,SUCCESS
TXN000127,ORD000127,CUST00166,18556.65,2026-08-18,SUCCESS
TXN000128,ORD000128,CUST00438,14066.58,2026-08-04,SUCCESS
TXN000129,ORD000129,CUST00078,23631.77,2026-08-23,SUCCESS
TXN000130,ORD000130,CUST00153,13685.2,2026-08-12,SUCCESS
TXN000131,ORD000131,CUST00597,13857.87,2026-08-14,SUCCESS
TXN000132,ORD000132,CUST00131,1141.54,2026-08-12,SUCCESS
TXN000133,ORD000133,CUST00041,22483.22,2026-08-07,SUCCESS
TXN000134,ORD000134,CUST00699,6313.29,2026-08-04,SUCCESS
TXN000135,ORD000135,CUST00363,19524.89,2026-08-14,SUCCESS
TXN000136,ORD000136,CUST00636,18761.99,2026-08-08,SUCCESS
TXN000137,ORD000137,CUST00167,24407.53,2026-08-26,SUCCESS
TXN000138,ORD000138,CUST00182,22047.26,2026-08-01,SUCCESS
TXN000139,ORD000139,CUST00184,18440.46,2026-08-11,SUCCESS
TXN000140,ORD000140,CUST00422,20075.65,2026-08-24,SUCCESS
TXN000141,ORD000141,CUST00255,6743.46,2026-08-26,SUCCESS
TXN000142,ORD000142,CUST00111,9625.29,2026-08-02,SUCCESS
TXN000143,ORD000143,CUST00482,5638.6,2026-08-15,SUCCESS
TXN000144,ORD000144,CUST00359,7699.25,2026-08-26,SUCCESS
TXN000145,ORD000145,CUST00234,5650.8,2026-08-22,SUCCESS
TXN000146,ORD000146,CUST00198,10021.8,2026-08-09,SUCCESS
TXN000147,ORD000147,CUST00072,24175.54,2026-08-09,SUCCESS
TXN000148,ORD000148,CUST00360,16072.9,2026-08-13,SUCCESS
TXN000149,ORD000149,CUST00696,24530.63,2026-08-18,SUCCESS
TXN000150,ORD000150,CUST00340,23487.0,2026-08-04,SUCCESS
TXN000151,ORD000151,CUST00268,4546.34,2026-08-09,SUCCESS
TXN000152,ORD000152,CUST00040,2799.22,2026-08-14,SUCCESS
TXN000153,ORD000153,CUST00354,18240.77,2026-08-11,SUCCESS
TXN000154,ORD000154,CUST00447,15194.6,2026-08-17,SUCCESS
TXN000155,ORD000155,CUST00119,9691.37,2026-08-19,SUCCESS
TXN000156,ORD000156,CUST00195,6442.59,2026-08-23,SUCCESS
TXN000157,ORD000157,CUST00447,142.11,2026-08-26,SUCCESS
TXN000158,ORD000158,CUST00552,17202.74,2026-08-24,SUCCESS
TXN000159,ORD000159,CUST00687,5006.17,2026-08-14,SUCCESS
TXN000160,ORD000160,CUST00072,23726.97,2026-08-11,SUCCESS
TXN000161,ORD000161,CUST00639,7916.5,2026-08-04,SUCCESS
TXN000162,ORD000162,CUST00308,12727.35,2026-08-22,SUCCESS
TXN000163,ORD000163,CUST00419,8221.95,2026-08-23,SUCCESS
TXN000164,ORD000164,CUST00303,13904.87,2026-08-07,SUCCESS
TXN000165,ORD000165,CUST00431,16656.74,2026-08-13,SUCCESS
TXN000166,ORD000166,CUST00694,18728.55,2026-08-06,SUCCESS
TXN000167,ORD000167,CUST00631,14270.72,2026-08-13,SUCCESS
TXN000168,ORD000168,CUST00562,20859.76,2026-08-10,SUCCESS
TXN000169,ORD000169,CUST00294,5333.55,2026-08-26,SUCCESS
TXN000170,ORD000170,CUST00594,15205.87,2026-08-11,SUCCESS
TXN000171,ORD000171,CUST00477,11100.47,2026-08-22,SUCCESS
TXN000172,ORD000172,CUST00219,12828.23,2026-08-26,SUCCESS
TXN000173,ORD000173,CUST00174,16505.38,2026-08-10,SUCCESS
TXN000174,ORD000174,CUST00528,16629.96,2026-08-20,SUCCESS
TXN000175,ORD000175,CUST00344,2425.34,2026-08-25,SUCCESS
TXN000176,ORD000176,CUST00241,16852.61,2026-08-08,SUCCESS
TXN000177,ORD000177,CUST00204,3769.11,2026-08-02,SUCCESS
TXN000178,ORD000178,CUST00251,24600.01,2026-08-20,SUCCESS
TXN000179,ORD000179,CUST00075,11439.86,2026-08-21,SUCCESS
TXN000180,ORD000180,CUST00590,4941.44,2026-08-23,SUCCESS
TXN000181,ORD000181,CUST00394,12409.99,2026-08-08,SUCCESS
TXN000182,ORD000182,CUST00152,16435.84,2026-08-01,SUCCESS
TXN000183,ORD000183,CUST00110,19482.67,2026-08-08,SUCCESS
TXN000184,ORD000184,CUST00181,20122.34,2026-08-23,SUCCESS
TXN000185,ORD000185,CUST00531,11667.29,2026-08-18,SUCCESS
TXN000186,ORD000186,CUST00256,22945.0,2026-08-04,SUCCESS
TXN000187,ORD000187,CUST00468,3420.14,2026-08-15,SUCCESS
TXN000188,ORD000188,CUST00684,13325.18,2026-08-18,SUCCESS
TXN000189,ORD000189,CUST00610,8000.72,2026-08-25,SUCCESS
TXN000190,ORD000190,CUST00454,15355.04,2026-08-24,SUCCESS
TXN000191,ORD000191,CUST00517,10725.84,2026-08-18,SUCCESS
TXN000192,ORD000192,CUST00457,22440.48,2026-08-24,SUCCESS
TXN000193,ORD000193,CUST00487,11306.74,2026-08-25,SUCCESS
TXN000194,ORD000194,CUST00254,21012.59,2026-08-09,SUCCESS
TXN000195,ORD000195,CUST00534,12166.47,2026-08-08,SUCCESS
TXN000196,ORD000196,CUST00282,11052.83,2026-08-23,SUCCESS
TXN000197,ORD000197,CUST00293,5938.89,2026-08-11,SUCCESS
TXN000198,ORD000198,CUST00328,22336.37,2026-08-03,SUCCESS
TXN000199,ORD000199,CUST00142,3855.68,2026-08-13,SUCCESS
TXN000200,ORD000200,CUST00157,17689.84,2026-08-03,SUCCESS
TXN000201,ORD000201,CUST00425,10249.22,2026-08-18,SUCCESS
TXN000202,ORD000202,CUST00478,10452.78,2026-08-07,SUCCESS
TXN000203,ORD000203,CUST00431,9797.97,2026-08-25,SUCCESS
TXN000204,ORD000204,CUST00599,23656.94,2026-08-01,SUCCESS
TXN000205,ORD000205,CUST00590,9571.49,2026-08-01,SUCCESS
TXN000206,ORD000206,CUST00361,7535.46,2026-08-13,SUCCESS
TXN000207,ORD000207,CUST00430,13501.69,2026-08-24,SUCCESS
TXN000208,ORD000208,CUST00560,20016.72,2026-08-08,SUCCESS
TXN000209,ORD000209,CUST00500,5563.6,2026-08-14,SUCCESS
TXN000210,ORD000210,CUST00498,822.72,2026-08-11,SUCCESS
TXN000211,ORD000211,CUST00685,17010.63,2026-08-13,SUCCESS
TXN000212,ORD000212,CUST00170,21028.59,2026-08-05,SUCCESS
TXN000213,ORD000213,CUST00638,13399.68,2026-08-13,SUCCESS
TXN000214,ORD000214,CUST00607,14153.36,2026-08-01,SUCCESS
TXN000215,ORD000215,CUST00086,16104.47,2026-08-05,SUCCESS
TXN000216,ORD000216,CUST00473,4625.05,2026-08-09,SUCCESS
TXN000217,ORD000217,CUST00389,8251.08,2026-08-15,SUCCESS
TXN000218,ORD000218,CUST00335,8503.76,2026-08-13,SUCCESS
TXN000219,ORD000219,CUST00285,18825.04,2026-08-14,SUCCESS
TXN000220,ORD000220,CUST00259,20889.28,2026-08-16,SUCCESS
TXN000221,ORD000221,CUST00020,18750.7,2026-08-02,SUCCESS
TXN000222,ORD000222,CUST00359,5683.13,2026-08-03,SUCCESS
TXN000223,ORD000223,CUST00668,1102.43,2026-08-01,SUCCESS
TXN000224,ORD000224,CUST00254,5064.08,2026-08-01,SUCCESS
TXN000225,ORD000225,CUST00637,3894.32,2026-08-05,SUCCESS
TXN000226,ORD000226,CUST00485,16769.53,2026-08-19,SUCCESS
TXN000227,ORD000227,CUST00224,11679.35,2026-08-09,SUCCESS
TXN000228,ORD000228,CUST00378,4277.95,2026-08-20,SUCCESS
TXN000229,ORD000229,CUST00118,19467.02,2026-08-06,SUCCESS
TXN000230,ORD000230,CUST00319,2791.66,2026-08-01,SUCCESS
TXN000231,ORD000231,CUST00320,14437.34,2026-08-13,SUCCESS
TXN000232,ORD000232,CUST00407,23542.62,2026-08-07,SUCCESS
TXN000233,ORD000233,CUST00078,14843.24,2026-08-21,SUCCESS
TXN000234,ORD000234,CUST00249,2637.34,2026-08-25,SUCCESS
TXN000235,ORD000235,CUST00309,21272.3,2026-08-20,SUCCESS
TXN000236,ORD000236,CUST00124,19926.06,2026-08-19,SUCCESS
TXN000237,ORD000237,CUST00043,8745.37,2026-08-14,SUCCESS
TXN000238,ORD000238,CUST00678,9327.21,2026-08-17,SUCCESS
TXN000239,ORD000239,CUST00664,8596.66,2026-08-14,SUCCESS
TXN000240,ORD000240,CUST00502,2727.92,2026-08-12,SUCCESS
TXN000241,ORD000241,CUST00651,22300.22,2026-08-15,SUCCESS
TXN000242,ORD000242,CUST00157,10943.63,2026-08-24,SUCCESS
TXN000243,ORD000243,CUST00535,24140.3,2026-08-09,SUCCESS
TXN000244,ORD000244,CUST00631,20224.16,2026-08-18,SUCCESS
TXN000245,ORD000245,CUST00496,11675.36,2026-08-24,SUCCESS
TXN000246,ORD000246,CUST00607,6783.05,2026-08-08,SUCCESS
TXN000247,ORD000247,CUST00089,7045.31,2026-08-15,SUCCESS
TXN000248,ORD000248,CUST00250,18786.86,2026-08-19,SUCCESS
TXN000249,ORD000249,CUST00625,16737.89,2026-08-11,SUCCESS
TXN000250,ORD000250,CUST00030,12408.23,2026-08-11,SUCCESS
TXN000251,ORD000251,CUST00187,12239.99,2026-08-12,SUCCESS
TXN000252,ORD000252,CUST00265,8574.44,2026-08-20,SUCCESS
TXN000253,ORD000253,CUST00283,13939.2,2026-08-17,SUCCESS
TXN000254,ORD000254,CUST00196,2231.76,2026-08-24,SUCCESS
TXN000255,ORD000255,CUST00417,12265.59,2026-08-25,SUCCESS
TXN000256,ORD000256,CUST00247,17296.17,2026-08-21,SUCCESS
TXN000257,ORD000257,CUST00503,11259.55,2026-08-01,SUCCESS
TXN000258,ORD000258,CUST00096,7426.47,2026-08-13,SUCCESS
TXN000259,ORD000259,CUST00250,7724.53,2026-08-19,SUCCESS
TXN000260,ORD000260,CUST00378,11884.19,2026-08-17,SUCCESS
TXN000261,ORD000261,CUST00353,10695.04,2026-08-24,SUCCESS
TXN000262,ORD000262,CUST00564,8336.7,2026-08-23,SUCCESS
TXN000263,ORD000263,CUST00465,6845.82,2026-08-09,SUCCESS
TXN000264,ORD000264,CUST00237,3104.33,2026-08-07,SUCCESS
TXN000265,ORD000265,CUST00324,3076.91,2026-08-18,SUCCESS
TXN000266,ORD000266,CUST00190,4869.37,2026-08-24,SUCCESS
TXN000267,ORD000267,CUST00496,6984.84,2026-08-19,SUCCESS
TXN000268,ORD000268,CUST00538,14960.09,2026-08-04,SUCCESS
TXN000269,ORD000269,CUST00199,7476.54,2026-08-12,SUCCESS
TXN000270,ORD000270,CUST00184,7626.46,2026-08-23,SUCCESS
TXN000271,ORD000271,CUST00547,3251.92,2026-08-02,SUCCESS
TXN000272,ORD000272,CUST00056,13878.64,2026-08-23,SUCCESS
TXN000273,ORD000273,CUST00130,15982.95,2026-08-25,SUCCESS
TXN000274,ORD000274,CUST00503,2654.43,2026-08-01,SUCCESS
TXN000275,ORD000275,CUST00588,7180.05,2026-08-16,SUCCESS
TXN000276,ORD000276,CUST00452,8583.58,2026-08-02,SUCCESS
TXN000277,ORD000277,CUST00259,23532.48,2026-08-16,SUCCESS
TXN000278,ORD000278,CUST00117,20570.68,2026-08-13,SUCCESS
TXN000279,ORD000279,CUST00504,1944.65,2026-08-21,SUCCESS
TXN000280,ORD000280,CUST00055,3878.0,2026-08-26,SUCCESS
TXN000281,ORD000281,CUST00577,23733.23,2026-08-03,SUCCESS
TXN000282,ORD000282,CUST00255,3049.44,2026-08-25,SUCCESS
TXN000283,ORD000283,CUST00427,15197.31,2026-08-26,SUCCESS
TXN000284,ORD000284,CUST00634,5719.61,2026-08-17,SUCCESS
TXN000285,ORD000285,CUST00390,11317.81,2026-08-15,SUCCESS
TXN000286,ORD000286,CUST00305,21518.15,2026-08-14,SUCCESS
TXN000287,ORD000287,CUST00313,14258.87,2026-08-02,SUCCESS
TXN000288,ORD000288,CUST00625,24006.71,2026-08-04,SUCCESS
TXN000289,ORD000289,CUST00213,15675.32,2026-08-09,SUCCESS
TXN000290,ORD000290,CUST00677,2121.57,2026-08-08,SUCCESS
TXN000291,ORD000291,CUST00178,13844.61,2026-08-06,SUCCESS
TXN000292,ORD000292,CUST00003,10272.09,2026-08-23,SUCCESS
TXN000293,ORD000293,CUST00609,11800.82,2026-08-02,SUCCESS
TXN000294,ORD000294,CUST00238,7273.81,2026-08-10,SUCCESS
TXN000295,ORD000295,CUST00465,1872.38,2026-08-08,SUCCESS
TXN000296,ORD000296,CUST00271,19716.92,2026-08-21,SUCCESS
TXN000297,ORD000297,CUST00604,16563.46,2026-08-07,SUCCESS
TXN000298,ORD000298,CUST00436,2957.93,2026-08-08,SUCCESS
TXN000299,ORD000299,CUST00664,3809.84,2026-08-09,SUCCESS
TXN000300,ORD000300,CUST00146,1878.1,2026-08-06,SUCCESS
TXN000301,ORD000301,CUST00315,14916.6,2026-08-19,SUCCESS
TXN000302,ORD000302,CUST00296,11034.92,2026-08-15,SUCCESS
TXN000303,ORD000303,CUST00312,17523.37,2026-08-09,SUCCESS
TXN000304,ORD000304,CUST00513,13545.54,2026-08-15,SUCCESS
TXN000305,ORD000305,CUST00083,14991.11,2026-08-14,SUCCESS
TXN000306,ORD000306,CUST00331,15132.47,2026-08-01,SUCCESS
TXN000307,ORD000307,CUST00094,5800.22,2026-08-22,SUCCESS
TXN000308,ORD000308,CUST00590,14719.36,2026-08-01,SUCCESS
TXN000309,ORD000309,CUST00689,20553.39,2026-08-19,SUCCESS
TXN000310,ORD000310,CUST00042,19101.41,2026-08-06,SUCCESS
TXN000311,ORD000311,CUST00482,13022.2,2026-08-15,SUCCESS
TXN000312,ORD000312,CUST00285,4619.08,2026-08-19,SUCCESS
TXN000313,ORD000313,CUST00447,15906.14,2026-08-16,SUCCESS
TXN000314,ORD000314,CUST00094,11803.26,2026-08-14,SUCCESS
TXN000315,ORD000315,CUST00342,8094.35,2026-08-04,SUCCESS
TXN000316,ORD000316,CUST00165,8312.11,2026-08-23,SUCCESS
TXN000317,ORD000317,CUST00508,7276.62,2026-08-13,SUCCESS
TXN000318,ORD000318,CUST00564,1013.76,2026-08-03,SUCCESS
TXN000319,ORD000319,CUST00323,6384.73,2026-08-04,SUCCESS
TXN000320,ORD000320,CUST00414,21636.27,2026-08-01,SUCCESS
TXN000321,ORD000321,CUST00674,21747.25,2026-08-15,SUCCESS
TXN000322,ORD000322,CUST00424,1449.68,2026-08-17,SUCCESS
TXN000323,ORD000323,CUST00371,15603.58,2026-08-16,SUCCESS
TXN000324,ORD000324,CUST00641,11106.82,2026-08-02,SUCCESS
TXN000325,ORD000325,CUST00209,6749.7,2026-08-05,SUCCESS
TXN000326,ORD000326,CUST00295,11009.09,2026-08-23,SUCCESS
TXN000327,ORD000327,CUST00497,3123.51,2026-08-21,SUCCESS
TXN000328,ORD000328,CUST00624,20002.91,2026-08-23,SUCCESS
TXN000329,ORD000329,CUST00163,7837.68,2026-08-01,SUCCESS
TXN000330,ORD000330,CUST00566,10258.97,2026-08-08,SUCCESS
TXN000331,ORD000331,CUST00117,11590.05,2026-08-04,SUCCESS
TXN000332,ORD000332,CUST00664,20820.37,2026-08-16,SUCCESS
TXN000333,ORD000333,CUST00299,12770.91,2026-08-09,SUCCESS
TXN000334,ORD000334,CUST00426,20884.63,2026-08-16,SUCCESS
TXN000335,ORD000335,CUST00250,11473.98,2026-08-05,SUCCESS
TXN000336,ORD000336,CUST00393,4846.2,2026-08-20,SUCCESS
TXN000337,ORD000337,CUST00521,18682.68,2026-08-05,SUCCESS
TXN000338,ORD000338,CUST00072,6978.56,2026-08-26,SUCCESS
TXN000339,ORD000339,CUST00425,8562.89,2026-08-26,SUCCESS
TXN000340,ORD000340,CUST00520,6752.6,2026-08-01,SUCCESS
TXN000341,ORD000341,CUST00290,18178.67,2026-08-19,SUCCESS
TXN000342,ORD000342,CUST00594,24972.67,2026-08-16,SUCCESS
TXN000343,ORD000343,CUST00153,11219.03,2026-08-16,SUCCESS
TXN000344,ORD000344,CUST00354,8377.75,2026-08-25,SUCCESS
TXN000345,ORD000345,CUST00557,9492.53,2026-08-11,SUCCESS
TXN000346,ORD000346,CUST00194,24521.29,2026-08-08,SUCCESS
TXN000347,ORD000347,CUST00586,9635.97,2026-08-25,SUCCESS
TXN000348,ORD000348,CUST00421,1186.82,2026-08-24,SUCCESS
TXN000349,ORD000349,CUST00485,17660.17,2026-08-26,SUCCESS
TXN000350,ORD000350,CUST00391,9713.36,2026-08-22,SUCCESS
TXN000351,ORD000351,CUST00668,24522.37,2026-08-16,SUCCESS
TXN000352,ORD000352,CUST00038,3243.53,2026-08-19,SUCCESS
TXN000353,ORD000353,CUST00340,21755.54,2026-08-15,SUCCESS
TXN000354,ORD000354,CUST00103,13196.18,2026-08-15,SUCCESS
TXN000355,ORD000355,CUST00016,18088.85,2026-08-14,SUCCESS
TXN000356,ORD000356,CUST00671,24251.92,2026-08-03,SUCCESS
TXN000357,ORD000357,CUST00481,19559.98,2026-08-09,SUCCESS
TXN000358,ORD000358,CUST00347,15619.16,2026-08-13,SUCCESS
TXN000359,ORD000359,CUST00666,2099.85,2026-08-11,SUCCESS
TXN000360,ORD000360,CUST00691,21497.62,2026-08-13,SUCCESS
TXN000361,ORD000361,CUST00325,15707.3,2026-08-25,SUCCESS
TXN000362,ORD000362,CUST00500,21822.34,2026-08-02,SUCCESS
TXN000363,ORD000363,CUST00633,1803.68,2026-08-21,SUCCESS
TXN000364,ORD000364,CUST00295,24935.91,2026-08-24,SUCCESS
TXN000365,ORD000365,CUST00093,10905.89,2026-08-04,SUCCESS
TXN000366,ORD000366,CUST00649,17626.88,2026-08-04,SUCCESS
TXN000367,ORD000367,CUST00455,4242.48,2026-08-10,SUCCESS
TXN000368,ORD000368,CUST00030,1245.18,2026-08-26,SUCCESS
TXN000369,ORD000369,CUST00058,7404.86,2026-08-12,SUCCESS
TXN000370,ORD000370,CUST00442,3724.69,2026-08-17,SUCCESS
TXN000371,ORD000371,CUST00422,14191.61,2026-08-26,SUCCESS
TXN000372,ORD000372,CUST00185,4332.59,2026-08-03,SUCCESS
TXN000373,ORD000373,CUST00625,21783.91,2026-08-20,SUCCESS
TXN000374,ORD000374,CUST00700,6096.66,2026-08-19,SUCCESS
TXN000375,ORD000375,CUST00147,5881.49,2026-08-21,SUCCESS
TXN000376,ORD000376,CUST00261,11543.31,2026-08-22,SUCCESS
TXN000377,ORD000377,CUST00010,22482.82,2026-08-15,SUCCESS
